,algorithm,env_name,budget,incumbent,mean_performance,method
165,ppo,cc_acrobot,64,0.9977838456638708,0.7541598640807946,rs
166,ppo,cc_cartpole,64,-0.953392659817188,-0.6794154775099231,smac
167,ppo,cc_cartpole,64,1.0,0.6386030297527214,rs
168,ppo,cc_mountain_car,64,-0.4468257509458747,-0.1783925079449436,smac
169,ppo,cc_mountain_car,64,0.3356483577801106,0.013641447898125544,rs
170,ppo,cc_pendulum,64,-0.4137271686476635,-0.23801107268838778,smac
171,ppo,cc_pendulum,64,0.6135703784370685,0.2789958690028463,rs
172,ppo,cc_continuous_mountain_car,64,-0.9869067223955944,-0.632874214788009,smac
173,ppo,cc_continuous_mountain_car,64,0.9906416807774764,0.6208125933680624,rs
174,ppo,minigrid_door_key,64,-0.999959184567067,-0.5565640841200858,smac
175,ppo,minigrid_door_key,64,0.999959184567067,0.23805696751471578,rs
176,ppo,minigrid_empty_random,64,-0.999520709128155,-0.620392681917752,smac
177,ppo,minigrid_empty_random,64,0.9996441615231324,0.6283700662106015,rs
178,ppo,minigrid_four_rooms,64,-0.7526587053570877,-0.431018358499842,smac
179,ppo,minigrid_four_rooms,64,0.7526587053570877,0.19785739170405958,rs
180,ppo,minigrid_unlock,64,-0.4619809258640587,-0.1361032778126788,smac
181,ppo,minigrid_unlock,64,0.4101627956523276,0.01885135814650803,rs
182,ppo,brax_ant,64,-0.9026370727478928,-0.39167719216355673,smac
183,ppo,brax_ant,64,0.9577574894496104,0.27528016408433703,rs
184,ppo,brax_halfcheetah,64,-0.7037777115418894,-0.34069420442830717,smac
185,ppo,brax_halfcheetah,64,1.0,0.17798120465166817,rs
186,ppo,brax_hopper,64,-0.954964178293649,-0.5927288874100214,smac
187,ppo,brax_hopper,64,1.0,0.5229112094703053,rs
188,ppo,brax_humanoid,64,-0.9875227543090056,-0.5075056329707387,smac
189,ppo,brax_humanoid,64,0.9875227543090056,0.33275668630844335,rs
190,dqn,atari_qbert,64,-0.8823777567936161,-0.2910823930240565,smac
191,dqn,atari_qbert,64,0.830119089878856,0.09325856570476426,rs
192,dqn,atari_double_dunk,64,-0.7384174908901614,-0.27386859057782403,smac
193,dqn,atari_double_dunk,64,0.7242321707444039,0.18899051600728778,rs
194,dqn,atari_this_game,64,-0.9215382387152176,-0.48979366201590185,smac
195,dqn,atari_this_game,64,0.7428358069168909,0.23215466623911518,rs
196,dqn,atari_battle_zone,64,-1.0,-0.3996544135781093,smac
197,dqn,atari_battle_zone,64,0.8140034769948705,0.19121178516097387,rs
198,dqn,box2d_lunar_lander,64,-0.8952147198653974,-0.35062647781825956,smac
199,dqn,box2d_lunar_lander,64,0.748222812879772,0.22354739182601413,rs
200,dqn,cc_acrobot,64,-0.9925020772265948,-0.41500396633141085,smac
201,dqn,cc_acrobot,64,0.9984156992459776,0.44160180256626025,rs
202,dqn,cc_cartpole,64,-0.9255824303746876,-0.3995407197099137,smac
203,dqn,cc_cartpole,64,0.9457081213045776,0.4172637079357463,rs
204,dqn,cc_mountain_car,64,-0.6433385564912243,-0.24784647917642072,smac
205,dqn,cc_mountain_car,64,0.788992056768425,0.1674264125683513,rs
206,dqn,minigrid_door_key,64,0.0,0.0,smac
207,dqn,minigrid_door_key,64,0.6243254232409401,0.035683804735044414,rs
208,dqn,minigrid_empty_random,64,-0.3218926820592002,-0.10714914087047707,smac
209,dqn,minigrid_empty_random,64,0.9876866669772012,0.07786591767283368,rs
210,dqn,minigrid_four_rooms,64,-0.1271159222145498,-0.06814233921115359,smac
211,dqn,minigrid_four_rooms,64,0.8319848006596963,0.0950148978931191,rs
212,dqn,minigrid_unlock,64,0.0,0.0,smac
213,dqn,minigrid_unlock,64,0.201659102006334,0.009402914125944536,rs
214,sac,box2d_bipedal_walker,64,-0.5870619232736061,-0.18709363317796732,smac
215,sac,box2d_bipedal_walker,64,0.9452755019520768,0.25029610548660974,rs
216,sac,cc_pendulum,64,-0.8654826720222244,-0.3182948203736141,smac
217,sac,cc_pendulum,64,0.9965466231144336,0.378910761530487,rs
218,sac,cc_continuous_mountain_car,64,-0.9153541188184608,-0.5525291792545678,smac
219,sac,cc_continuous_mountain_car,64,1.0,0.7449648618399349,rs
220,sac,brax_ant,64,-0.9461345588173468,-0.6199529908340068,smac
221,sac,brax_ant,64,0.8698405129407255,0.388802548817922,rs
222,sac,brax_halfcheetah,64,-0.8684741351650253,-0.48401878322793157,smac
223,sac,brax_halfcheetah,64,0.9385083331307272,0.31104308174455997,rs
224,sac,brax_hopper,64,-0.85794036349044,-0.46893134722200647,smac
225,sac,brax_hopper,64,0.9331051438120194,0.49739750745425465,rs
226,sac,brax_humanoid,64,-0.9238559338615976,-0.4587137984500728,smac
227,sac,brax_humanoid,64,0.8962186176000305,0.3402330259090183,rs
228,ppo,atari_qbert,128,-0.281897124770977,-0.09855297006218462,smac
229,ppo,atari_qbert,128,0.8955266441903104,0.07697034488997812,rs
230,ppo,atari_double_dunk,128,-0.493233222098628,-0.17743890781423782,smac
231,ppo,atari_double_dunk,128,0.7985724879495736,0.037332423757879,rs
232,ppo,atari_this_game,128,-0.8071208378479519,-0.3695458074511206,smac
233,ppo,atari_this_game,128,0.890692088854404,0.30352996019328915,rs
234,ppo,atari_battle_zone,128,-0.6925303119998931,-0.3809181587856254,smac
235,ppo,atari_battle_zone,128,0.8069459746612712,0.2609049828584389,rs
236,ppo,box2d_lunar_lander,128,-0.9741979440252349,-0.467981336948238,smac
237,ppo,box2d_lunar_lander,128,1.0,0.29891724167745065,rs
238,ppo,box2d_bipedal_walker,128,-0.8645599865229401,-0.4249570777345166,smac
239,ppo,box2d_bipedal_walker,128,0.8770528541412516,0.29513389046703586,rs
240,ppo,cc_acrobot,128,-0.9964192204911304,-0.7145420750350648,smac
241,ppo,cc_acrobot,128,0.9977838456638708,0.7816406238887392,rs
242,ppo,cc_cartpole,128,-0.953392659817188,-0.6886151234562004,smac
243,ppo,cc_cartpole,128,1.0,0.6436611273012705,rs
244,ppo,cc_mountain_car,128,-0.4468257509458747,-0.1903271486739149,smac
245,ppo,cc_mountain_car,128,1.0,0.024591171423476468,rs
246,ppo,cc_pendulum,128,-0.8842614982652109,-0.4324569030099426,smac
247,ppo,cc_pendulum,128,0.8842614982652109,0.28448696353594327,rs
248,ppo,cc_continuous_mountain_car,128,-0.9691170871855008,-0.6253461025085051,smac
249,ppo,cc_continuous_mountain_car,128,0.9906416807774764,0.6197619402541787,rs
250,ppo,minigrid_door_key,128,-0.999959184567067,-0.4021970977745632,smac
251,ppo,minigrid_door_key,128,0.999959184567067,0.22337415734844068,rs
252,ppo,minigrid_empty_random,128,-0.999520709128155,-0.647819773164775,smac
253,ppo,minigrid_empty_random,128,0.9996441615231324,0.6115709741852804,rs
254,ppo,minigrid_four_rooms,128,-0.7526587053570877,-0.3452453133004885,smac
255,ppo,minigrid_four_rooms,128,0.7861768165789023,0.18761084671550696,rs
256,ppo,minigrid_unlock,128,-0.6556559099082463,-0.16241949147991525,smac
257,ppo,minigrid_unlock,128,0.4101627956523276,0.01485406093533907,rs
258,ppo,brax_ant,128,-0.9026370727478928,-0.45622028524029373,smac
259,ppo,brax_ant,128,0.9931995032872994,0.2685594348288105,rs
260,ppo,brax_halfcheetah,128,-0.7037777115418894,-0.3492065712470002,smac
261,ppo,brax_halfcheetah,128,1.0,0.16820724350969216,rs
262,ppo,brax_hopper,128,-0.9629174281452388,-0.610659546110179,smac
263,ppo,brax_hopper,128,1.0,0.5152481308753228,rs
264,ppo,brax_humanoid,128,-0.9995655171608387,-0.485269340213276,smac
265,ppo,brax_humanoid,128,0.990160401383016,0.31472964960053684,rs
266,dqn,atari_qbert,128,-0.737835520455171,-0.18273097079893533,smac
267,dqn,atari_qbert,128,0.9325895528563196,0.13286559256224081,rs
268,dqn,atari_double_dunk,128,-1.0,-0.3971909975273295,smac
269,dqn,atari_double_dunk,128,0.9728006246746488,0.19960612148620502,rs
270,dqn,atari_this_game,128,-0.9215382387152176,-0.5126610618869989,smac
271,dqn,atari_this_game,128,0.8578522912428901,0.26261523901058936,rs
272,dqn,atari_battle_zone,128,-1.0,-0.4494683977308467,smac
273,dqn,atari_battle_zone,128,0.9301873268023328,0.20433444993456218,rs
274,dqn,box2d_lunar_lander,128,-1.0,-0.45990426413494984,smac
275,dqn,box2d_lunar_lander,128,0.9097660770040308,0.213634067145759,rs
276,dqn,cc_acrobot,128,-0.9907912518672436,-0.46248418154178667,smac
277,dqn,cc_acrobot,128,0.9984156992459776,0.5050130991170901,rs
278,dqn,cc_cartpole,128,-0.9326269897319784,-0.5114437252987375,smac
279,dqn,cc_cartpole,128,1.0,0.4211652734734667,rs
280,dqn,cc_mountain_car,128,-1.0,-0.391232844585984,smac
281,dqn,cc_mountain_car,128,0.905886590784435,0.15441881392833298,rs
282,dqn,minigrid_door_key,128,-0.3764528902132197,-0.03406406620661512,smac
283,dqn,minigrid_door_key,128,0.7745274907406179,0.04378388455946401,rs
284,dqn,minigrid_empty_random,128,-0.3741965745289029,-0.1489001913345715,smac
285,dqn,minigrid_empty_random,128,0.9876866669772012,0.08480321194924889,rs
286,dqn,minigrid_four_rooms,128,-0.349616567425206,-0.08145266238601248,smac
287,dqn,minigrid_four_rooms,128,0.9560212307959256,0.10066045641480444,rs
288,dqn,minigrid_unlock,128,0.0,0.0,smac
289,dqn,minigrid_unlock,128,0.2022974192327437,0.012538885203273452,rs
290,sac,box2d_bipedal_walker,128,-0.5870619232736061,-0.2299823473376406,smac
291,sac,box2d_bipedal_walker,128,0.9452755019520768,0.22210851692885047,rs
292,sac,cc_pendulum,128,-0.8654826720222244,-0.47758997169929196,smac
293,sac,cc_pendulum,128,1.0,0.35118969597922256,rs
294,sac,cc_continuous_mountain_car,128,-0.9153541188184608,-0.6346157107972458,smac
295,sac,cc_continuous_mountain_car,128,1.0,0.7057542083774654,rs
296,sac,brax_ant,128,-1.0,-0.5480122485933242,smac
297,sac,brax_ant,128,1.0,0.39520807852566553,rs
298,sac,brax_halfcheetah,128,-0.8684741351650253,-0.5137484464768345,smac
299,sac,brax_halfcheetah,128,0.975495990288429,0.335403632651852,rs
300,sac,brax_hopper,128,-0.85794036349044,-0.49998833965370826,smac
301,sac,brax_hopper,128,0.9331051438120194,0.46461597827073364,rs
302,sac,brax_humanoid,128,-0.9238559338615976,-0.5347333969348401,smac
303,sac,brax_humanoid,128,0.9204049309628684,0.32657572447790817,rs
304,ppo,atari_qbert,16,-0.1971318374897297,-0.046543057731968894,smac
305,ppo,atari_qbert,16,0.0887201815639828,0.02636911306163469,rs
306,ppo,atari_double_dunk,16,-0.493233222098628,-0.07725018539117523,smac
307,ppo,atari_double_dunk,16,0.0704486466444197,0.02382855951056715,rs
308,ppo,atari_this_game,16,-0.6191904969509954,-0.22595684694261484,smac
309,ppo,atari_this_game,16,0.6382180904552286,0.23966136389461723,rs
310,ppo,atari_battle_zone,16,-0.5684674731873254,-0.2713702442465439,smac
311,ppo,atari_battle_zone,16,0.5684674731873254,0.22065359624466202,rs
312,ppo,box2d_lunar_lander,16,-0.8025164346852388,-0.210616426905284,smac
313,ppo,box2d_lunar_lander,16,0.9869980073376732,0.2079718251002642,rs
314,ppo,box2d_bipedal_walker,16,-0.842801288281398,-0.3447125236194012,smac
315,ppo,box2d_bipedal_walker,16,0.7753156365887063,0.35354959869552205,rs
316,ppo,cc_acrobot,16,-0.9822634954552042,-0.801463470960809,smac
317,ppo,cc_acrobot,16,1.0,0.7315923274628147,rs
318,ppo,cc_cartpole,16,-0.960407718161945,-0.6213624083543896,smac
319,ppo,cc_cartpole,16,1.0,0.5127520187110817,rs
320,ppo,cc_mountain_car,16,0.0,0.0,smac
321,ppo,cc_mountain_car,16,0.2599729760650306,0.01658951406329032,rs
322,ppo,cc_pendulum,16,-0.5995986974477311,-0.2580661212160235,smac
323,ppo,cc_pendulum,16,0.4603113512588442,0.2649418237507257,rs
324,ppo,cc_continuous_mountain_car,16,-0.9809798810950616,-0.7001302582775872,smac
325,ppo,cc_continuous_mountain_car,16,0.99901637350866,0.6800318051855729,rs
326,ppo,minigrid_door_key,16,-0.999959184567067,-0.18949827881565076,smac
327,ppo,minigrid_door_key,16,0.999959184567067,0.09208180660730378,rs
328,ppo,minigrid_empty_random,16,-0.9980683684103808,-0.3840644327813874,smac
329,ppo,minigrid_empty_random,16,0.9989470280639902,0.5498346179159115,rs
330,ppo,minigrid_four_rooms,16,-0.7128690360402647,-0.11165246305176371,smac
331,ppo,minigrid_four_rooms,16,0.4735682430682081,0.1928174330131096,rs
332,ppo,minigrid_unlock,16,-0.4619809258640587,-0.05881520544786499,smac
333,ppo,minigrid_unlock,16,0.0075484848163156,0.0014119251680293813,rs
334,ppo,brax_ant,16,-0.9026370727478928,-0.3735025043016458,smac
335,ppo,brax_ant,16,0.5619502050235441,0.25102298827073066,rs
336,ppo,brax_halfcheetah,16,-0.6449562880488267,-0.09098545938778636,smac
337,ppo,brax_halfcheetah,16,0.5451992655387332,0.1578891783208913,rs
338,ppo,brax_hopper,16,-0.9343653693839266,-0.3126910708252716,smac
339,ppo,brax_hopper,16,0.7647814498093521,0.47062924153277763,rs
340,ppo,brax_humanoid,16,-0.9697702413210676,-0.36465962834929305,smac
341,ppo,brax_humanoid,16,0.8406666454395013,0.290739426750089,rs
342,dqn,atari_qbert,16,-0.3128330814729092,-0.13471230327899475,smac
343,dqn,atari_qbert,16,0.2859542751421082,0.07891983690627698,rs
344,dqn,atari_double_dunk,16,-0.6566892243623113,-0.27431188183237887,smac
345,dqn,atari_double_dunk,16,0.6503123373243104,0.16492874804789162,rs
346,dqn,atari_this_game,16,-0.9215382387152176,-0.3165880998479937,smac
347,dqn,atari_this_game,16,0.6481538978604667,0.2509957340117441,rs
348,dqn,atari_battle_zone,16,-1.0,-0.351603286843001,smac
349,dqn,atari_battle_zone,16,0.6486163757646414,0.18721849837738258,rs
350,dqn,box2d_lunar_lander,16,-0.8952147198653974,-0.22063445952626418,smac
351,dqn,box2d_lunar_lander,16,0.6161749532615977,0.1857418777023619,rs
352,dqn,cc_acrobot,16,-0.8927974844195669,-0.1999919545833737,smac
353,dqn,cc_acrobot,16,0.976061289540754,0.4287721354085847,rs
354,dqn,cc_cartpole,16,-0.9255824303746876,-0.29428626272086944,smac
355,dqn,cc_cartpole,16,0.6775287174647494,0.3273933201259861,rs
356,dqn,cc_mountain_car,16,-0.5618003829487038,-0.09030713765707155,smac
357,dqn,cc_mountain_car,16,0.788992056768425,0.08843697012164856,rs
358,dqn,minigrid_door_key,16,0.0,0.0,smac
359,dqn,minigrid_door_key,16,0.128728686617362,0.013882352498226088,rs
360,dqn,minigrid_empty_random,16,-0.0581079119129842,-0.014616685061323118,smac
361,dqn,minigrid_empty_random,16,0.3150728581302511,0.022637419941595467,rs
362,dqn,minigrid_four_rooms,16,-0.0686351490412462,-0.024412275407274885,smac
363,dqn,minigrid_four_rooms,16,0.2906829133726358,0.05270666353341505,rs
364,dqn,minigrid_unlock,16,0.0,0.0,smac
365,dqn,minigrid_unlock,16,0.1984683000477823,0.012404268752986393,rs
366,sac,box2d_bipedal_walker,16,-0.2935917868334542,-0.0964970339999639,smac
367,sac,box2d_bipedal_walker,16,0.9452755019520768,0.22417063514710336,rs
